student_id,cgpa,branch,college_tier,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score,aptitude_score,internships,projects,backlogs,resume_score,skill_score,placed,company_type,job_role,salary_lpa,placement_status,student_segment,experience_score,has_backlog,academic_risk,salary_tier,readiness_score
S4257,6.1,Civil,3,1,1,1,0,37.6,4.2,79.4,0,4,0,67.2,3,1,MNC,Data Scientist,73.52,Placed,2. High Skill + Low CGPA,1.6,0,Low Risk,High,17.380000000000003
S4258,6.44,CSE,3,0,1,1,0,26.6,8.4,86.5,1,1,0,58.9,2,1,MNC,Software Engineer,67.97,Placed,4. Low Skill + Low CGPA,1.0,0,Low Risk,High,15.71
S4259,5.09,Mechanical,2,1,1,0,0,43.4,9.6,76.2,2,4,0,84.6,2,1,Mid-size,Software Engineer,68.93,Placed,4. Low Skill + Low CGPA,2.8,0,Low Risk,High,18.76
S4260,9.56,Civil,3,0,1,0,0,68.2,7.1,61.5,0,1,0,34.6,1,0,Not Placed,Not Placed,0.0,Not Placed,3. Low Skill + High CGPA,0.4,0,Low Risk,Not Placed,20.950000000000003
S4261,9.28,IT,2,1,0,0,0,62.5,8.1,52.0,0,1,0,39.3,1,1,Startup,Analyst,52.5,Placed,3. Low Skill + High CGPA,0.4,0,Low Risk,High,18.96
S4262,5.8,IT,1,0,0,1,0,90.2,4.3,55.5,0,4,0,38.1,1,1,Startup,Data Scientist,39.67,Placed,4. Low Skill + Low CGPA,1.6,0,Low Risk,High,24.920000000000005
S4263,5.91,ECE,1,1,1,0,0,64.6,8.0,65.1,1,5,0,82.1,2,1,MNC,Data Scientist,84.25,Placed,4. Low Skill + Low CGPA,2.6,0,Low Risk,High,21.73
S4264,8.27,Civil,2,0,1,0,0,7.5,4.1,42.9,0,4,0,37.8,1,0,Not Placed,Not Placed,0.0,Not Placed,3. Low Skill + High CGPA,1.6,0,Low Risk,Not Placed,7.1
S4265,7.8,ECE,3,1,0,1,1,31.4,6.8,71.0,2,4,0,90.8,3,1,MNC,Software Engineer,83.81,Placed,1. High Skill + High CGPA,2.8,0,Low Risk,High,15.86
S4266,7.38,ECE,1,0,1,0,1,65.2,5.5,69.5,0,1,0,39.1,2,1,MNC,Data Scientist,75.92,Placed,4. Low Skill + Low CGPA,0.4,0,Low Risk,High,21.290000000000003
S4267,9.96,Civil,1,1,0,1,1,12.7,7.0,66.5,2,5,0,95.7,3,1,MNC,Software Engineer,73.6,Placed,1. High Skill + High CGPA,3.2,0,Low Risk,High,11.84
S4268,8.36,CSE,2,1,1,0,0,74.6,7.2,68.8,1,6,1,85.2,2,1,Mid-size,Software Engineer,70.27,Placed,3. Low Skill + High CGPA,3.0000000000000004,1,High Risk,High,24.169999999999998
S4269,6.05,CSE,1,1,1,1,0,23.6,9.2,74.6,1,1,3,69.5,3,1,MNC,Analyst,85.51,Placed,2. High Skill + Low CGPA,1.0,1,High Risk,High,14.3
S4270,5.81,ECE,1,1,0,1,0,17.9,8.8,43.3,0,5,0,73.3,2,1,Mid-size,Software Engineer,51.38,Placed,4. Low Skill + Low CGPA,2.0,0,Low Risk,High,10.14
S4271,7.82,CSE,2,1,0,0,1,91.1,5.4,87.6,0,1,0,44.9,2,1,MNC,Analyst,66.01,Placed,3. Low Skill + High CGPA,0.4,0,Low Risk,High,28.269999999999996
S4272,9.93,IT,2,1,1,0,0,34.3,6.5,50.6,0,6,0,70.7,2,1,MNC,Software Engineer,81.2,Placed,3. Low Skill + High CGPA,2.4000000000000004,0,Low Risk,High,14.07
S4273,9.81,EEE,1,1,1,0,1,38.6,9.5,78.8,0,2,1,65.9,3,1,MNC,Web Developer,83.87,Placed,1. High Skill + High CGPA,0.8,1,High Risk,High,17.75
S4274,7.01,CSE,2,1,1,0,0,41.0,6.2,83.7,0,4,0,59.3,2,1,MNC,Software Engineer,86.63,Placed,4. Low Skill + Low CGPA,1.6,0,Low Risk,High,18.39
S4275,8.98,IT,3,0,0,0,1,71.0,8.1,67.0,2,4,0,72.2,1,1,Startup,Web Developer,44.41,Placed,3. Low Skill + High CGPA,2.8,0,Low Risk,High,22.91
S4276,6.7,EEE,2,0,0,0,1,97.5,9.1,53.1,0,2,0,49.3,1,1,Startup,Web Developer,44.48,Placed,4. Low Skill + Low CGPA,0.8,0,Low Risk,High,26.32
S4277,8.38,IT,1,0,0,0,0,23.3,5.3,59.7,0,1,1,25.6,0,0,Not Placed,Not Placed,0.0,Not Placed,3. Low Skill + High CGPA,0.4,1,High Risk,Not Placed,11.310000000000002
S4278,7.3,ECE,1,1,1,0,1,97.8,9.6,84.9,0,5,0,86.9,3,1,Top Tech,Data Scientist,117.15,Placed,2. High Skill + Low CGPA,2.0,0,Low Risk,High,30.660000000000004
S4279,8.78,Civil,3,1,0,1,0,58.1,4.3,49.4,1,4,2,64.4,2,0,Not Placed,Not Placed,0.0,Not Placed,3. Low Skill + High CGPA,2.2,1,High Risk,Not Placed,18.34
S4280,6.83,Civil,3,0,0,1,1,81.4,9.0,43.7,0,3,1,65.0,2,1,Mid-size,Software Engineer,56.07,Placed,4. Low Skill + Low CGPA,1.2000000000000002,1,High Risk,High,22.6
S4281,5.91,CSE,2,0,0,0,0,6.7,6.0,58.1,2,3,1,56.2,0,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,2.4000000000000004,1,High Risk,Not Placed,8.5
S4282,5.49,ECE,2,0,0,0,0,85.3,4.9,81.9,1,6,0,54.8,0,1,Startup,Software Engineer,36.26,Placed,4. Low Skill + Low CGPA,3.0000000000000004,0,Low Risk,High,26.789999999999996
S4283,5.24,IT,3,1,0,0,1,46.2,7.2,52.2,0,6,0,67.1,2,1,MNC,Analyst,78.08,Placed,4. Low Skill + Low CGPA,2.4000000000000004,0,Low Risk,High,16.68
S4284,6.44,CSE,1,0,1,0,1,74.1,8.7,49.9,0,6,0,79.8,2,1,MNC,Software Engineer,85.66,Placed,4. Low Skill + Low CGPA,2.4000000000000004,0,Low Risk,High,22.18
S4285,5.57,Mechanical,1,0,1,1,0,77.1,5.1,99.4,2,2,1,68.6,2,1,MNC,Data Scientist,77.55,Placed,4. Low Skill + Low CGPA,2.0,1,High Risk,High,27.070000000000004
S4286,5.34,IT,2,1,1,0,1,27.2,6.0,51.5,0,6,0,75.9,3,1,Mid-size,Software Engineer,52.01,Placed,2. High Skill + Low CGPA,2.4000000000000004,0,Low Risk,High,12.99
S4287,6.73,IT,1,0,1,1,1,42.0,7.4,76.9,1,4,1,77.9,3,1,Mid-size,Analyst,69.37,Placed,2. High Skill + Low CGPA,2.2,1,High Risk,High,18.480000000000004
S4288,9.79,IT,1,1,1,0,1,81.0,9.6,56.9,1,4,0,91.0,3,1,Top Tech,Software Engineer,113.12,Placed,1. High Skill + High CGPA,2.2,0,Low Risk,High,24.5
S4289,6.95,Civil,3,0,1,0,0,30.8,6.5,94.9,3,1,0,61.9,1,1,Startup,Data Scientist,43.99,Placed,4. Low Skill + Low CGPA,2.1999999999999997,0,Low Risk,High,17.200000000000003
S4290,9.7,ECE,2,0,1,1,1,17.3,8.0,89.0,1,5,0,92.4,3,1,MNC,Web Developer,67.31,Placed,1. High Skill + High CGPA,2.6,0,Low Risk,High,14.96
S4291,9.28,IT,1,0,1,0,1,25.7,4.1,42.4,2,1,1,55.4,2,1,Mid-size,Analyst,49.72,Placed,3. Low Skill + High CGPA,1.6,1,High Risk,High,10.84
S4292,9.13,Civil,3,1,1,0,1,9.5,9.3,89.4,1,2,0,76.2,3,1,Mid-size,Analyst,55.47,Placed,1. High Skill + High CGPA,1.4,0,Low Risk,High,13.120000000000001
S4293,8.53,EEE,3,0,0,0,0,97.3,7.7,44.5,1,5,0,56.0,0,1,Startup,Web Developer,44.87,Placed,3. Low Skill + High CGPA,2.6,0,Low Risk,High,25.58
S4294,8.8,EEE,3,1,1,1,1,85.7,9.1,79.9,3,2,0,104.2,4,1,Mid-size,Web Developer,62.98,Placed,1. High Skill + High CGPA,2.5999999999999996,0,Low Risk,High,27.990000000000002
S4295,6.25,IT,2,0,0,0,0,10.7,8.5,41.4,1,1,0,36.6,0,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,1.0,0,Low Risk,Not Placed,7.43
S4296,7.7,IT,1,1,0,1,0,85.4,5.0,44.1,0,6,1,64.8,2,1,Mid-size,Analyst,66.81,Placed,3. Low Skill + High CGPA,2.4000000000000004,1,High Risk,High,23.490000000000002
S4297,6.58,EEE,1,0,0,1,0,1.2,4.3,67.5,1,5,1,59.9,1,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,2.6,1,High Risk,Not Placed,8.62
S4298,6.81,Mechanical,3,1,0,0,1,60.2,9.8,73.7,2,1,0,69.9,2,1,MNC,Analyst,92.97,Placed,4. Low Skill + Low CGPA,1.6,0,Low Risk,High,21.440000000000005
S4299,6.01,IT,1,1,1,0,0,15.3,8.7,93.5,1,2,0,65.6,2,1,MNC,Web Developer,71.99,Placed,4. Low Skill + Low CGPA,1.4,0,Low Risk,High,14.33
S4300,7.99,EEE,2,0,1,0,0,45.9,9.7,41.2,2,5,0,86.4,1,1,Startup,Web Developer,51.96,Placed,3. Low Skill + High CGPA,3.2,0,Low Risk,High,15.620000000000001
S4301,5.19,Mechanical,3,1,1,0,1,20.3,9.2,91.9,1,1,0,74.4,3,1,MNC,Analyst,86.8,Placed,2. High Skill + Low CGPA,1.0,0,Low Risk,High,15.370000000000003
S4302,5.42,ECE,3,0,1,0,0,42.5,5.3,52.3,1,4,1,57.7,1,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,2.2,1,High Risk,Not Placed,15.31
S4303,7.96,CSE,3,1,1,0,0,87.0,5.2,97.5,2,5,0,75.9,2,1,Mid-size,Web Developer,62.92,Placed,3. Low Skill + High CGPA,3.2,0,Low Risk,High,29.320000000000004
S4304,5.79,EEE,1,0,1,0,0,57.1,8.5,55.1,1,2,2,57.4,1,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,1.4,1,High Risk,Not Placed,18.530000000000005
S4305,7.68,Mechanical,2,0,1,1,0,96.6,9.7,52.4,0,3,0,60.7,2,1,Mid-size,Analyst,59.84,Placed,3. Low Skill + High CGPA,1.2000000000000002,0,Low Risk,High,26.58
S4306,5.46,Civil,1,0,1,0,1,56.3,4.5,47.9,0,2,0,41.2,2,1,MNC,Web Developer,61.99,Placed,4. Low Skill + Low CGPA,0.8,0,Low Risk,High,17.4
S4307,5.33,IT,1,1,0,0,0,53.0,7.7,82.1,0,2,0,47.3,1,1,Startup,Analyst,40.65,Placed,4. Low Skill + Low CGPA,0.8,0,Low Risk,High,20.18
S4308,6.67,Mechanical,2,1,0,0,0,73.2,5.0,94.0,1,2,0,40.1,1,1,Startup,Analyst,50.58,Placed,4. Low Skill + Low CGPA,1.4,0,Low Risk,High,25.290000000000003
S4309,5.49,Mechanical,3,1,1,1,0,10.2,5.8,81.4,2,3,0,78.0,3,1,MNC,Analyst,85.59,Placed,2. High Skill + Low CGPA,2.4000000000000004,0,Low Risk,High,12.41
S4310,6.65,EEE,1,1,0,1,1,28.1,6.2,98.0,1,4,0,80.8,3,1,MNC,Software Engineer,87.39,Placed,2. High Skill + Low CGPA,2.2,0,Low Risk,High,17.69
S4311,8.08,IT,2,0,1,1,0,18.2,4.5,70.3,1,3,0,61.7,2,1,MNC,Web Developer,69.17,Placed,3. Low Skill + High CGPA,1.8000000000000003,0,Low Risk,High,12.32
S4312,5.28,IT,2,1,1,1,0,66.6,9.5,82.7,0,4,0,81.6,3,1,Mid-size,Data Scientist,70.04,Placed,2. High Skill + Low CGPA,1.6,0,Low Risk,High,24.04
S4313,9.66,CSE,1,0,1,0,0,73.6,5.8,53.2,0,3,0,41.3,1,1,Startup,Analyst,37.98,Placed,3. Low Skill + High CGPA,1.2000000000000002,0,Low Risk,High,21.369999999999997
S4314,7.66,ECE,1,0,1,0,1,81.9,4.8,82.6,2,3,0,64.7,2,1,Mid-size,Analyst,50.7,Placed,3. Low Skill + High CGPA,2.4000000000000004,0,Low Risk,High,26.470000000000006
S4315,9.1,CSE,1,1,1,1,0,67.4,7.9,46.7,0,4,0,78.5,3,1,MNC,Analyst,90.48,Placed,1. High Skill + High CGPA,1.6,0,Low Risk,High,20.440000000000005
S4316,5.9,Civil,1,1,0,1,1,68.8,7.9,82.9,1,1,0,70.1,3,1,Mid-size,Analyst,72.17,Placed,2. High Skill + Low CGPA,1.0,0,Low Risk,High,24.04
S4317,9.23,IT,2,1,1,1,0,68.7,9.6,65.1,3,1,3,95.0,3,1,MNC,Analyst,92.62,Placed,1. High Skill + High CGPA,2.1999999999999997,1,High Risk,High,22.71
S4318,9.91,IT,3,0,1,0,1,31.8,5.5,61.9,2,3,0,76.0,2,1,MNC,Software Engineer,70.54,Placed,3. Low Skill + High CGPA,2.4000000000000004,0,Low Risk,High,14.45
S4319,6.0,EEE,2,1,0,1,0,64.4,4.3,49.4,1,2,0,48.5,2,1,MNC,Data Scientist,74.32,Placed,4. Low Skill + Low CGPA,1.4,0,Low Risk,High,19.300000000000004
S4320,9.37,Mechanical,1,1,0,0,0,88.9,9.3,43.2,1,3,0,63.2,1,1,Startup,Software Engineer,53.71,Placed,3. Low Skill + High CGPA,1.8000000000000003,0,Low Risk,High,23.93
S4321,7.19,Mechanical,2,1,1,1,1,21.5,8.5,48.7,2,1,0,86.0,4,1,MNC,Software Engineer,85.32,Placed,2. High Skill + Low CGPA,1.6,0,Low Risk,High,11.670000000000002
S4322,9.87,Mechanical,3,1,1,1,1,43.4,8.8,62.0,2,5,0,113.9,4,1,Mid-size,Web Developer,70.83,Placed,1. High Skill + High CGPA,3.2,0,Low Risk,High,18.01
S4323,7.75,Civil,2,1,1,1,0,50.4,4.5,44.9,0,3,0,55.1,3,1,MNC,Analyst,65.24,Placed,1. High Skill + High CGPA,1.2000000000000002,0,Low Risk,High,16.369999999999997
S4324,7.71,ECE,1,1,1,0,0,63.4,9.4,77.6,0,3,0,62.7,2,1,Mid-size,Data Scientist,50.23,Placed,3. Low Skill + High CGPA,1.2000000000000002,0,Low Risk,High,22.43
S4325,9.09,CSE,2,1,0,1,1,85.2,6.2,72.1,1,2,2,72.7,3,1,MNC,Web Developer,82.94,Placed,1. High Skill + High CGPA,1.4,1,High Risk,High,26.220000000000002
S4326,7.45,CSE,2,0,1,1,0,26.7,7.8,48.3,3,1,1,75.8,2,1,MNC,Web Developer,91.29,Placed,4. Low Skill + Low CGPA,2.1999999999999997,1,High Risk,High,12.15
S4327,8.05,CSE,1,1,1,0,0,83.3,4.3,93.1,0,4,1,48.5,2,1,Mid-size,Web Developer,52.04,Placed,3. Low Skill + High CGPA,1.6,1,High Risk,High,27.6
S4328,8.94,IT,3,0,0,0,0,91.4,7.6,76.1,0,2,0,36.5,0,0,Not Placed,Not Placed,0.0,Not Placed,3. Low Skill + High CGPA,0.8,0,Low Risk,Not Placed,26.950000000000003
S4329,6.77,ECE,3,1,0,0,0,36.9,7.6,96.9,0,3,0,50.7,1,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,1.2000000000000002,0,Low Risk,Not Placed,18.58
S4330,9.57,EEE,1,0,1,0,0,28.1,9.1,40.4,2,6,0,90.5,1,1,Startup,Software Engineer,46.7,Placed,3. Low Skill + High CGPA,3.6000000000000005,0,Low Risk,High,12.07
S4331,7.79,ECE,1,1,1,0,0,68.4,8.3,84.9,1,2,3,61.9,2,1,MNC,Software Engineer,87.66,Placed,3. Low Skill + High CGPA,1.4,1,High Risk,High,24.050000000000004
S4332,6.66,EEE,2,0,1,0,1,13.2,6.7,87.7,3,2,0,80.9,2,1,Mid-size,Data Scientist,51.11,Placed,4. Low Skill + Low CGPA,2.5999999999999996,0,Low Risk,High,13.430000000000001
S4333,6.99,EEE,1,1,0,0,0,84.3,6.5,59.8,1,1,0,39.8,1,1,Startup,Software Engineer,43.95,Placed,4. Low Skill + Low CGPA,1.0,0,Low Risk,High,24.089999999999996
S4334,5.65,ECE,3,1,1,0,0,31.7,7.9,50.7,3,3,1,86.1,2,1,Mid-size,Software Engineer,56.89,Placed,4. Low Skill + Low CGPA,3.0,1,High Risk,High,13.7
S4335,6.05,CSE,2,1,0,0,0,36.9,5.2,60.3,2,3,1,63.2,1,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,2.4000000000000004,1,High Risk,Not Placed,14.98
S4336,7.13,CSE,2,0,0,1,1,81.5,9.3,75.4,3,4,1,96.1,2,1,Mid-size,Analyst,55.58,Placed,4. Low Skill + Low CGPA,3.4,1,High Risk,High,26.42
S4337,7.86,ECE,2,1,1,0,0,26.4,5.8,40.6,1,1,1,51.0,2,0,Not Placed,Not Placed,0.0,Not Placed,3. Low Skill + High CGPA,1.0,1,High Risk,Not Placed,10.82
S4338,9.1,ECE,2,1,0,0,1,15.3,8.2,82.6,0,6,0,78.1,2,1,MNC,Software Engineer,83.25,Placed,3. Low Skill + High CGPA,2.4000000000000004,0,Low Risk,High,13.64
S4339,6.29,Mechanical,2,1,1,0,1,60.0,8.0,96.8,0,3,0,69.6,3,1,MNC,Web Developer,89.17,Placed,2. High Skill + Low CGPA,1.2000000000000002,0,Low Risk,High,23.83
S4340,5.41,Mechanical,1,0,1,0,0,5.7,5.5,48.1,1,1,0,37.7,1,1,Startup,Web Developer,40.41,Placed,4. Low Skill + Low CGPA,1.0,0,Low Risk,High,7.1000000000000005
S4341,6.95,ECE,3,1,0,1,0,75.5,8.2,54.1,3,4,0,92.4,2,1,MNC,Web Developer,81.67,Placed,4. Low Skill + Low CGPA,3.4,0,Low Risk,High,22.980000000000004
S4342,7.84,EEE,3,0,1,0,1,12.3,8.5,49.7,0,2,0,60.2,2,1,MNC,Software Engineer,67.93,Placed,3. Low Skill + High CGPA,0.8,0,Low Risk,High,9.180000000000001
S4343,9.77,ECE,3,1,0,0,1,45.3,6.3,77.3,1,4,1,68.2,2,1,MNC,Software Engineer,85.97,Placed,3. Low Skill + High CGPA,2.2,1,High Risk,High,18.770000000000003
S4344,7.97,CSE,1,1,0,1,0,84.1,6.1,87.6,0,5,0,59.9,2,1,MNC,Software Engineer,84.99,Placed,3. Low Skill + High CGPA,2.0,0,Low Risk,High,27.54
S4345,9.63,CSE,1,0,0,0,1,40.3,9.6,40.9,1,3,0,60.5,1,1,Startup,Software Engineer,47.28,Placed,3. Low Skill + High CGPA,1.8000000000000003,0,Low Risk,High,14.010000000000002
S4346,6.1,ECE,3,1,1,1,0,27.1,8.4,70.8,2,3,3,87.7,3,0,Not Placed,Not Placed,0.0,Not Placed,2. High Skill + Low CGPA,2.4000000000000004,1,High Risk,Not Placed,14.99
S4347,9.18,Civil,2,1,1,1,1,76.0,6.1,49.0,1,2,1,79.1,4,1,MNC,Data Scientist,77.56,Placed,1. High Skill + High CGPA,1.4,1,High Risk,High,22.36
S4348,6.17,IT,1,1,1,0,0,91.1,8.5,42.3,1,6,1,89.5,2,1,MNC,Data Scientist,82.0,Placed,4. Low Skill + Low CGPA,3.0000000000000004,1,High Risk,High,24.95
S4349,5.22,Civil,2,1,1,1,1,33.3,4.6,92.3,2,1,0,82.4,4,1,Mid-size,Software Engineer,53.83,Placed,2. High Skill + Low CGPA,1.6,0,Low Risk,High,18.0
S4350,8.41,Civil,1,1,1,0,1,62.7,7.5,65.7,0,3,0,72.4,3,1,Mid-size,Analyst,68.63,Placed,1. High Skill + High CGPA,1.2000000000000002,0,Low Risk,High,21.21
S4351,7.23,CSE,1,1,1,0,0,18.2,7.4,79.3,0,2,0,52.6,2,1,Mid-size,Software Engineer,62.49,Placed,4. Low Skill + Low CGPA,0.8,0,Low Risk,High,13.21
S4352,9.91,ECE,1,1,1,0,1,24.7,4.1,51.2,0,3,0,54.5,3,1,MNC,Analyst,70.4,Placed,1. High Skill + High CGPA,1.2000000000000002,0,Low Risk,High,11.82
S4353,5.44,ECE,3,1,0,0,0,87.4,8.7,97.5,1,6,2,77.6,1,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,3.0000000000000004,1,High Risk,Not Placed,29.45
S4354,7.5,Mechanical,2,1,0,0,1,65.7,6.8,91.0,2,3,2,74.9,2,1,Mid-size,Analyst,66.14,Placed,4. Low Skill + Low CGPA,2.4000000000000004,1,High Risk,High,24.27
S4355,8.66,Civil,1,1,0,1,0,84.2,8.7,43.2,2,5,0,95.7,2,1,MNC,Data Scientist,83.93,Placed,3. Low Skill + High CGPA,3.2,0,Low Risk,High,23.680000000000003
S4356,7.13,Mechanical,2,0,0,0,0,15.5,7.5,43.7,2,2,2,52.4,0,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,2.0,1,High Risk,Not Placed,8.82
S4357,8.97,CSE,1,1,0,1,1,4.6,9.2,66.3,0,1,1,59.8,3,1,MNC,Analyst,77.44,Placed,1. High Skill + High CGPA,0.4,1,High Risk,High,9.52
S4358,6.04,IT,3,1,1,0,1,33.9,5.5,64.6,1,3,0,74.7,3,1,MNC,Web Developer,84.53,Placed,2. High Skill + Low CGPA,1.8000000000000003,0,Low Risk,High,15.29
S4359,9.84,Civil,2,1,0,0,0,29.0,5.2,85.1,0,3,3,39.0,1,0,Not Placed,Not Placed,0.0,Not Placed,3. Low Skill + High CGPA,1.2000000000000002,1,High Risk,Not Placed,15.58
S4360,9.98,Civil,1,1,1,0,0,52.1,8.7,44.6,1,1,2,59.1,2,1,MNC,Data Scientist,80.1,Placed,3. Low Skill + High CGPA,1.0,1,High Risk,High,16.650000000000002
S4361,6.22,Mechanical,2,0,1,1,0,70.1,8.1,72.7,0,5,0,65.4,2,1,MNC,Web Developer,75.11,Placed,4. Low Skill + Low CGPA,2.0,0,Low Risk,High,23.45
S4362,7.86,ECE,2,0,0,0,1,84.7,8.7,87.4,0,3,0,54.3,1,1,Startup,Web Developer,42.54,Placed,3. Low Skill + High CGPA,1.2000000000000002,0,Low Risk,High,27.300000000000004
S4363,5.27,IT,1,1,0,0,1,9.0,4.2,86.6,1,6,0,71.8,2,1,MNC,Analyst,64.93,Placed,4. Low Skill + Low CGPA,3.0000000000000004,0,Low Risk,High,12.53
S4364,6.41,ECE,3,1,1,0,0,61.3,6.1,55.4,0,3,0,49.2,2,1,MNC,Software Engineer,76.46,Placed,4. Low Skill + Low CGPA,1.2000000000000002,0,Low Risk,High,19.459999999999997
S4365,7.58,ECE,3,1,1,0,0,87.1,7.2,93.4,1,5,1,79.5,2,1,MNC,Data Scientist,90.9,Placed,3. Low Skill + High CGPA,2.6,1,High Risk,High,28.979999999999997
S4366,8.44,Civil,3,1,0,0,1,10.3,4.9,62.7,3,4,0,83.8,2,1,MNC,Data Scientist,89.9,Placed,3. Low Skill + High CGPA,3.4,0,Low Risk,High,10.47
S4367,9.03,Civil,1,1,0,0,1,59.5,8.0,83.0,3,6,0,100.9,2,1,Mid-size,Software Engineer,75.35,Placed,3. Low Skill + High CGPA,4.2,0,Low Risk,High,22.950000000000003
S4368,9.68,EEE,1,0,1,1,0,78.9,6.4,100.0,0,6,0,68.4,2,1,MNC,Data Scientist,79.37,Placed,3. Low Skill + High CGPA,2.4000000000000004,0,Low Risk,High,27.92
S4369,6.79,CSE,3,1,1,0,1,63.1,7.6,40.7,1,4,1,81.6,3,1,Mid-size,Data Scientist,75.96,Placed,2. High Skill + Low CGPA,2.2,1,High Risk,High,19.1
S4370,8.62,EEE,2,0,0,1,1,62.2,9.4,88.9,0,3,1,67.6,2,1,MNC,Data Scientist,82.29,Placed,3. Low Skill + High CGPA,1.2000000000000002,1,High Risk,High,23.32
S4371,9.69,EEE,1,1,1,0,1,89.5,4.9,86.5,3,2,0,81.7,3,1,Top Tech,Analyst,103.96,Placed,1. High Skill + High CGPA,2.5999999999999996,0,Low Risk,High,28.689999999999998
S4372,6.59,IT,3,0,0,0,1,76.0,6.3,61.0,1,4,0,62.3,1,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,2.2,0,Low Risk,Not Placed,22.980000000000004
S4373,9.68,Mechanical,3,0,1,0,1,78.7,5.6,41.7,2,4,0,77.7,2,1,MNC,Analyst,98.67,Placed,3. Low Skill + High CGPA,2.8,0,Low Risk,High,21.970000000000006
S4374,8.85,ECE,3,0,1,0,1,45.7,4.2,94.2,3,6,2,91.5,2,1,MNC,Web Developer,94.28,Placed,3. Low Skill + High CGPA,4.2,1,High Risk,High,20.93
S4375,9.56,Civil,1,0,1,1,1,12.1,9.9,52.8,2,1,1,86.5,3,1,Mid-size,Software Engineer,63.73,Placed,1. High Skill + High CGPA,1.6,1,High Risk,High,10.04
S4376,9.48,IT,1,1,0,1,0,84.8,8.7,89.8,0,2,0,55.6,2,1,Mid-size,Analyst,55.66,Placed,3. Low Skill + High CGPA,0.8,0,Low Risk,High,27.710000000000004
S4377,9.44,EEE,2,0,0,1,0,87.4,9.4,99.4,0,4,0,59.5,1,1,Startup,Data Scientist,40.07,Placed,3. Low Skill + High CGPA,1.6,0,Low Risk,High,29.260000000000005
S4378,7.47,EEE,1,1,0,0,0,34.7,8.6,70.6,2,1,0,59.8,1,1,Startup,Software Engineer,39.44,Placed,4. Low Skill + Low CGPA,1.6,0,Low Risk,High,15.61
S4379,9.59,ECE,2,0,1,1,0,70.5,4.5,49.6,1,2,0,54.7,2,1,Mid-size,Data Scientist,64.46,Placed,3. Low Skill + High CGPA,1.4,0,Low Risk,High,20.560000000000002
S4380,6.79,Civil,2,1,1,0,0,11.2,7.8,51.6,0,1,0,44.8,2,1,Mid-size,Software Engineer,53.53,Placed,4. Low Skill + Low CGPA,0.4,0,Low Risk,High,8.93
S4381,5.04,IT,2,1,0,0,1,33.0,7.4,90.6,2,2,3,68.9,2,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,2.0,1,High Risk,Not Placed,17.6
S4382,6.6,CSE,3,0,1,0,0,84.4,7.0,46.6,0,6,2,61.1,1,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,2.4000000000000004,1,High Risk,Not Placed,23.44
S4383,6.23,CSE,1,0,1,1,0,17.3,5.0,88.2,2,6,2,85.4,2,1,Mid-size,Software Engineer,52.36,Placed,4. Low Skill + Low CGPA,3.6000000000000005,1,High Risk,High,14.58
S4384,7.63,EEE,1,1,1,0,0,62.1,7.8,98.4,1,3,0,69.6,2,1,MNC,Analyst,81.69,Placed,3. Low Skill + High CGPA,1.8000000000000003,0,Low Risk,High,24.240000000000002
S4385,6.23,CSE,2,1,0,0,0,27.8,9.0,73.9,2,2,1,70.7,1,1,Startup,Web Developer,42.98,Placed,4. Low Skill + Low CGPA,2.0,1,High Risk,High,14.75
S4386,5.25,ECE,2,1,1,1,0,47.4,7.3,87.7,1,5,0,88.4,3,1,MNC,Software Engineer,71.11,Placed,2. High Skill + Low CGPA,2.6,0,Low Risk,High,20.78
S4387,9.42,Mechanical,1,0,1,1,0,39.0,6.2,42.0,1,4,0,67.3,2,1,MNC,Analyst,77.3,Placed,3. Low Skill + High CGPA,2.2,0,Low Risk,High,13.969999999999999
S4388,6.96,EEE,1,0,1,0,0,50.6,4.1,91.8,0,3,0,35.2,1,1,Startup,Data Scientist,43.86,Placed,4. Low Skill + Low CGPA,1.2000000000000002,0,Low Risk,High,20.46
S4389,9.59,EEE,3,1,1,0,1,33.5,4.4,65.1,1,4,1,68.6,3,1,Mid-size,Web Developer,51.31,Placed,1. High Skill + High CGPA,2.2,1,High Risk,High,15.299999999999999
S4390,7.95,Mechanical,2,1,1,0,1,36.4,6.6,74.6,3,6,0,109.5,3,1,MNC,Software Engineer,82.03,Placed,1. High Skill + High CGPA,4.2,0,Low Risk,High,17.65
