student_id,cgpa,branch,college_tier,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score,aptitude_score,internships,projects,backlogs,resume_score,skill_score,placed,company_type,job_role,salary_lpa,placement_status
S4811,9.81,EEE,3,1,0,1,0,60.0,8.5,96.4,2,3,1,77.3,2,1,MNC,Web Developer,85.52,Placed
S4812,9.87,Civil,1,0,0,0,1,3.7,9.9,99.3,0,5,2,59.7,1,1,Startup,Software Engineer,39.16,Placed
S4813,5.79,ECE,2,0,1,1,0,74.6,5.5,94.2,3,5,0,89.4,2,1,Mid-size,Data Scientist,59.68,Placed
S4814,9.39,EEE,1,1,1,0,0,5.9,6.6,95.8,1,5,0,74.2,2,1,MNC,Analyst,87.28,Placed
S4815,5.79,ECE,3,1,0,0,0,43.8,8.8,40.3,0,5,0,62.3,1,0,Not Placed,Not Placed,0.0,Not Placed
S4816,9.87,ECE,2,1,1,1,1,36.7,4.7,55.1,0,6,1,83.8,4,1,MNC,Web Developer,87.82,Placed
S4817,8.47,EEE,2,1,0,0,0,11.2,5.7,47.9,1,3,0,50.7,1,0,Not Placed,Not Placed,0.0,Not Placed
S4818,7.29,EEE,2,1,1,0,0,69.0,4.8,96.3,0,2,1,42.6,2,1,MNC,Software Engineer,78.37,Placed
S4819,9.79,ECE,2,0,0,0,1,99.4,5.0,58.4,2,3,1,63.8,1,1,Startup,Data Scientist,51.21,Placed
S4820,8.27,ECE,3,1,1,0,0,2.9,6.7,83.3,3,6,2,98.8,2,1,MNC,Software Engineer,71.12,Placed
S4821,9.03,ECE,2,0,0,0,0,61.1,5.5,96.1,0,6,1,49.4,0,1,Startup,Web Developer,42.02,Placed
S4822,7.29,IT,3,0,1,0,0,41.2,6.6,84.3,0,5,0,50.0,1,0,Not Placed,Not Placed,0.0,Not Placed
S4823,6.79,IT,3,1,1,1,1,29.0,6.1,49.0,2,5,0,101.3,4,1,Mid-size,Data Scientist,59.55,Placed
S4824,6.59,Civil,1,1,1,0,0,37.1,5.0,84.3,1,5,0,65.2,2,1,MNC,Analyst,87.56,Placed
S4825,9.92,IT,3,0,1,1,1,31.7,4.7,80.1,1,2,0,63.4,3,1,MNC,Software Engineer,70.98,Placed
S4826,8.43,Civil,1,1,1,0,0,32.0,8.4,73.3,2,6,0,93.4,2,1,Mid-size,Web Developer,64.61,Placed
S4827,5.27,CSE,3,1,1,0,0,30.0,6.2,89.6,3,3,0,80.7,2,1,MNC,Analyst,76.63,Placed
S4828,7.17,ECE,3,1,1,0,0,95.2,5.5,87.8,0,4,0,61.1,2,1,MNC,Software Engineer,71.61,Placed
S4829,6.64,Civil,1,1,0,0,0,89.2,9.7,59.4,1,6,0,78.8,1,1,Startup,Data Scientist,39.87,Placed
S4830,8.49,ECE,3,1,1,0,0,49.0,4.9,59.8,1,3,0,59.1,2,1,MNC,Data Scientist,67.55,Placed
S4831,8.81,IT,3,0,1,0,1,89.8,6.9,90.7,0,4,1,64.7,2,1,MNC,Web Developer,67.7,Placed
S4832,5.96,Civil,1,1,1,0,0,89.0,7.7,52.1,1,4,0,77.6,2,1,Mid-size,Analyst,62.7,Placed
S4833,7.59,IT,2,1,1,0,0,21.5,6.3,66.1,2,1,0,62.2,2,1,MNC,Analyst,76.24,Placed
S4834,6.8,EEE,1,0,1,0,0,46.9,9.5,99.3,3,4,0,84.8,1,1,Startup,Data Scientist,48.41,Placed
S4835,5.44,CSE,1,1,1,0,0,96.4,9.7,81.9,1,4,0,81.3,2,1,Mid-size,Software Engineer,68.73,Placed
S4836,7.2,Mechanical,1,1,0,0,1,95.2,4.8,48.1,1,1,0,53.6,2,1,MNC,Web Developer,80.98,Placed
S4837,6.41,EEE,1,1,0,0,0,79.7,9.6,40.3,2,4,1,75.6,1,1,Startup,Data Scientist,39.73,Placed
S4838,7.29,ECE,2,1,0,0,1,32.7,5.0,75.5,0,1,1,45.0,2,0,Not Placed,Not Placed,0.0,Not Placed
S4839,7.71,CSE,1,0,0,0,0,33.3,6.1,88.8,1,5,1,57.0,0,1,Startup,Data Scientist,47.49,Placed
S4840,9.5,CSE,2,1,1,0,1,71.0,8.9,84.3,0,6,1,82.3,3,1,Mid-size,Software Engineer,57.19,Placed
S4841,8.92,EEE,3,0,1,0,1,26.0,9.1,62.6,1,3,0,68.2,2,1,MNC,Web Developer,86.18,Placed
S4842,9.0,IT,3,0,1,1,1,46.7,8.8,74.5,1,3,0,77.0,3,1,Mid-size,Analyst,61.84,Placed
S4843,7.14,CSE,1,1,0,1,0,26.2,7.6,75.9,1,1,0,56.0,2,1,MNC,Software Engineer,80.64,Placed
S4844,5.28,Mechanical,3,1,0,0,0,24.7,4.9,57.4,0,2,0,31.9,1,0,Not Placed,Not Placed,0.0,Not Placed
S4845,6.3,Civil,3,1,0,0,0,50.2,6.0,50.2,0,1,0,34.1,1,0,Not Placed,Not Placed,0.0,Not Placed
S4846,7.3,EEE,1,1,1,0,1,0.0,7.3,97.8,2,6,2,102.6,3,1,MNC,Software Engineer,91.92,Placed
S4847,9.94,Civil,3,0,0,0,0,3.3,7.2,76.5,0,2,0,28.1,0,0,Not Placed,Not Placed,0.0,Not Placed
S4848,7.11,Mechanical,1,0,1,0,0,50.1,6.4,82.9,3,1,0,59.4,1,1,Startup,Software Engineer,37.18,Placed
S4849,9.99,Civil,3,1,1,1,1,10.4,7.2,59.3,1,1,0,76.3,4,1,MNC,Web Developer,72.16,Placed
S4850,8.33,IT,3,1,0,0,1,30.1,4.5,70.2,1,6,0,72.6,2,1,Mid-size,Analyst,65.09,Placed
S4851,7.41,ECE,2,1,1,0,1,79.7,7.5,84.8,3,6,1,114.5,3,1,Mid-size,Software Engineer,67.67,Placed
S4852,6.96,ECE,2,0,0,1,0,24.2,7.7,87.6,1,3,0,53.3,1,1,Startup,Web Developer,41.48,Placed
S4853,8.76,IT,1,0,0,0,0,74.0,9.9,79.3,0,1,0,35.8,0,1,Startup,Analyst,37.09,Placed
S4854,9.09,Civil,3,1,0,0,0,88.2,4.9,71.5,1,3,0,51.6,1,1,Startup,Web Developer,41.79,Placed
S4855,9.11,EEE,2,0,1,0,0,56.7,8.9,67.5,1,5,0,75.4,1,1,Startup,Web Developer,41.76,Placed
S4856,5.21,CSE,1,1,1,0,1,37.9,7.7,85.8,2,5,0,102.3,3,1,MNC,Web Developer,80.98,Placed
S4857,8.01,Mechanical,2,1,1,1,0,1.9,4.8,49.9,0,5,0,67.4,3,1,MNC,Web Developer,82.86,Placed
S4858,7.94,ECE,3,1,1,1,0,0.8,4.2,93.5,0,3,0,56.0,3,1,MNC,Data Scientist,72.75,Placed
S4859,8.13,EEE,1,1,0,0,0,11.3,5.0,60.2,2,2,0,58.2,1,1,Startup,Web Developer,44.76,Placed
S4860,9.22,Civil,2,0,1,0,0,25.9,6.4,48.6,0,6,2,54.8,1,0,Not Placed,Not Placed,0.0,Not Placed
S4861,6.26,ECE,3,1,0,0,0,98.8,4.2,85.5,0,5,1,45.3,1,0,Not Placed,Not Placed,0.0,Not Placed
S4862,5.11,Civil,1,1,1,0,1,58.3,6.3,70.4,0,1,1,50.7,3,1,MNC,Web Developer,73.31,Placed
S4863,5.23,IT,3,0,1,1,0,17.3,5.2,54.2,1,3,0,58.3,2,1,MNC,Software Engineer,60.97,Placed
S4864,6.05,EEE,1,1,0,1,0,44.9,5.4,45.1,1,6,1,78.2,2,1,MNC,Web Developer,62.49,Placed
S4865,8.84,ECE,2,1,1,0,0,6.8,9.0,50.8,3,2,1,82.1,2,1,Mid-size,Software Engineer,74.05,Placed
S4866,6.13,Civil,2,0,1,0,0,59.7,5.1,53.7,0,4,3,50.2,1,0,Not Placed,Not Placed,0.0,Not Placed
S4867,6.2,ECE,1,0,0,0,1,51.6,9.1,95.2,2,5,0,80.3,1,1,Startup,Software Engineer,42.06,Placed
S4868,6.95,CSE,3,0,0,1,1,58.1,8.1,72.1,0,3,0,56.1,2,1,Mid-size,Data Scientist,67.65,Placed
S4869,7.0,IT,2,1,0,1,1,25.0,6.9,74.6,1,2,2,71.8,3,0,Not Placed,Not Placed,0.0,Not Placed
S4870,9.66,Mechanical,1,1,0,0,0,14.1,5.2,63.8,2,1,0,55.2,1,1,Startup,Software Engineer,50.03,Placed
S4871,8.57,IT,2,1,0,0,0,52.3,6.6,94.4,2,1,0,59.3,1,1,Startup,Web Developer,52.19,Placed
S4872,9.45,Mechanical,3,0,0,0,0,46.5,6.9,67.8,2,2,1,54.0,0,1,Startup,Data Scientist,47.53,Placed
S4873,6.62,CSE,2,0,0,0,0,90.7,8.2,53.6,0,4,0,42.4,0,1,Startup,Analyst,43.5,Placed
S4874,9.79,EEE,2,1,0,0,1,7.3,5.9,60.4,1,4,0,71.6,2,1,Mid-size,Analyst,64.4,Placed
S4875,6.77,IT,1,1,1,0,0,5.6,4.7,81.4,0,2,0,44.9,2,1,MNC,Analyst,60.78,Placed
S4876,5.66,Civil,3,1,0,1,0,70.0,6.0,83.2,1,1,0,56.7,2,1,MNC,Web Developer,73.73,Placed
S4877,6.57,CSE,2,0,0,1,0,84.5,5.7,76.2,3,2,0,67.9,1,1,Startup,Data Scientist,45.13,Placed
S4878,8.79,Mechanical,2,1,0,0,0,58.9,9.2,56.1,1,2,1,58.5,1,1,Startup,Web Developer,45.83,Placed
S4879,6.4,ECE,3,0,1,1,0,54.1,6.5,57.6,2,4,2,74.7,2,1,Mid-size,Data Scientist,63.44,Placed
S4880,5.07,ECE,2,1,0,1,0,87.5,6.4,48.2,0,1,0,40.3,2,1,Mid-size,Web Developer,64.86,Placed
S4881,8.95,Mechanical,3,1,1,0,0,72.6,7.9,63.5,0,2,1,49.3,2,1,MNC,Software Engineer,79.19,Placed
S4882,6.61,CSE,2,1,1,0,0,23.1,8.6,46.5,2,4,0,81.4,2,1,MNC,Software Engineer,84.21,Placed
S4883,9.68,EEE,1,0,1,1,0,80.2,8.8,97.9,3,6,0,111.4,2,1,Mid-size,Software Engineer,70.62,Placed
S4884,7.11,IT,3,1,1,0,1,58.9,8.4,43.7,3,3,3,104.2,3,1,MNC,Software Engineer,78.07,Placed
S4885,8.63,IT,1,1,1,0,1,77.1,7.4,71.9,1,4,0,85.5,3,1,Top Tech,Web Developer,107.11,Placed
S4886,9.31,CSE,1,0,0,0,0,67.2,8.3,48.9,1,4,0,59.4,0,1,Startup,Web Developer,47.1,Placed
S4887,8.63,EEE,1,0,1,0,1,73.0,9.6,62.6,2,4,0,89.7,2,1,MNC,Web Developer,79.15,Placed
S4888,5.02,IT,3,0,1,0,0,42.6,4.1,88.1,1,6,1,62.0,1,0,Not Placed,Not Placed,0.0,Not Placed
S4889,9.56,Mechanical,2,1,1,1,1,54.4,9.6,52.6,2,2,0,96.3,4,1,MNC,Web Developer,94.79,Placed
S4890,5.28,CSE,2,1,1,1,0,77.8,7.9,84.5,0,6,0,83.2,3,1,MNC,Software Engineer,76.19,Placed
S4891,7.84,EEE,2,1,1,0,1,73.4,5.8,50.0,0,2,2,55.0,3,1,MNC,Analyst,76.62,Placed
S4892,6.57,Mechanical,2,0,0,1,1,31.2,4.1,72.4,0,4,0,48.4,2,0,Not Placed,Not Placed,0.0,Not Placed
S4893,7.98,Mechanical,2,1,1,1,1,95.6,9.7,86.7,2,6,0,114.9,4,1,Mid-size,Data Scientist,59.15,Placed
S4894,6.9,IT,2,1,0,0,0,87.0,5.2,88.9,2,5,1,72.9,1,1,Startup,Data Scientist,45.8,Placed
S4895,9.8,Mechanical,3,1,1,0,1,21.2,4.8,58.3,1,6,1,81.9,3,1,Mid-size,Analyst,59.88,Placed
S4896,8.83,Mechanical,3,1,1,0,1,26.2,6.9,52.7,1,3,0,71.2,3,1,Mid-size,Analyst,65.98,Placed
S4897,5.1,EEE,2,0,1,0,0,15.2,8.5,57.9,0,3,1,50.2,1,0,Not Placed,Not Placed,0.0,Not Placed
S4898,5.31,IT,2,1,1,0,1,78.3,8.8,72.2,0,5,0,78.7,3,1,MNC,Data Scientist,82.28,Placed
S4899,8.64,IT,3,1,0,1,0,63.5,5.4,89.6,2,1,3,58.0,2,1,MNC,Web Developer,75.58,Placed
S4900,7.21,CSE,2,1,1,0,1,78.8,4.6,97.6,0,4,0,65.4,3,1,Mid-size,Web Developer,61.29,Placed
S4901,7.93,IT,1,1,1,1,1,84.1,7.2,90.9,2,4,0,105.8,4,1,Top Tech,Web Developer,116.64,Placed
S4902,7.4,CSE,1,0,0,1,0,2.6,7.1,99.7,0,2,0,36.8,1,0,Not Placed,Not Placed,0.0,Not Placed
S4903,8.32,ECE,3,1,0,1,0,92.5,7.2,78.6,0,4,1,57.6,2,1,Mid-size,Data Scientist,51.25,Placed
S4904,7.27,IT,3,1,0,0,1,85.4,7.1,83.7,1,4,1,69.9,2,1,MNC,Software Engineer,70.24,Placed
S4905,9.43,Mechanical,2,1,1,0,1,37.3,8.2,76.5,1,5,1,92.1,3,1,Mid-size,Analyst,71.41,Placed
S4906,7.71,CSE,1,1,1,1,1,21.6,6.6,71.7,1,3,0,84.3,4,1,MNC,Web Developer,91.04,Placed
S4907,6.0,Mechanical,1,1,1,0,1,80.3,7.9,84.1,1,2,0,72.3,3,1,Top Tech,Software Engineer,105.03,Placed
S4908,5.93,ECE,3,1,0,0,1,84.0,6.4,98.5,3,1,0,71.7,2,1,Mid-size,Data Scientist,60.42,Placed
S4909,6.65,ECE,3,1,1,0,1,60.2,9.8,83.4,1,4,0,87.0,3,1,MNC,Software Engineer,92.59,Placed
S4910,6.31,IT,2,0,1,1,1,74.9,6.4,99.7,0,4,3,68.7,3,0,Not Placed,Not Placed,0.0,Not Placed
S4911,8.19,ECE,2,1,1,1,0,53.1,9.0,44.5,0,5,0,85.6,3,1,Mid-size,Analyst,59.71,Placed
S4912,5.01,ECE,3,0,1,0,0,92.7,9.0,56.2,0,1,0,45.0,1,1,Startup,Web Developer,37.12,Placed
S4913,5.64,ECE,3,0,1,0,0,86.0,7.5,74.7,0,5,0,58.2,1,1,Startup,Data Scientist,46.88,Placed
S4914,5.78,CSE,3,1,0,1,0,77.9,9.3,76.8,1,2,0,71.9,2,1,MNC,Data Scientist,88.25,Placed
S4915,7.8,CSE,3,0,0,0,1,65.8,7.3,41.9,0,3,0,43.6,1,1,Startup,Data Scientist,44.1,Placed
S4916,5.68,ECE,1,0,0,1,0,17.2,7.3,91.0,2,4,0,69.9,1,1,Startup,Analyst,50.35,Placed
S4917,7.9,Mechanical,1,1,1,0,0,72.6,8.5,95.5,2,3,1,76.4,2,1,MNC,Data Scientist,73.35,Placed
S4918,8.81,Mechanical,3,0,0,0,0,20.3,8.7,66.5,1,6,0,70.2,0,1,Startup,Web Developer,38.74,Placed
S4919,7.37,ECE,3,1,1,0,1,25.5,7.7,91.3,0,1,0,62.2,3,1,Mid-size,Analyst,67.49,Placed
S4920,6.79,Civil,3,0,1,0,0,98.7,8.2,88.9,3,1,0,69.8,1,1,Startup,Web Developer,44.15,Placed
S4921,9.29,IT,1,1,1,0,0,12.3,5.6,88.2,1,5,0,68.7,2,1,MNC,Software Engineer,81.02,Placed
S4922,5.93,IT,1,1,1,0,1,26.8,7.8,52.1,0,4,0,72.4,3,1,Mid-size,Software Engineer,61.19,Placed
S4923,6.05,Mechanical,1,1,1,0,0,68.3,8.6,96.7,1,5,1,76.4,2,1,MNC,Data Scientist,88.04,Placed
S4924,8.02,IT,2,1,0,0,0,31.5,4.7,58.6,0,6,0,54.3,1,1,Startup,Software Engineer,39.26,Placed
S4925,5.58,ECE,1,0,0,0,0,81.2,6.3,77.9,1,1,0,34.0,0,0,Not Placed,Not Placed,0.0,Not Placed
S4926,6.93,CSE,1,1,1,0,1,17.5,4.2,70.4,1,4,0,74.8,3,1,MNC,Web Developer,79.08,Placed
S4927,7.83,EEE,3,1,1,1,0,14.7,8.0,72.4,2,5,0,98.9,3,1,MNC,Web Developer,75.62,Placed
S4928,7.26,ECE,2,1,1,1,0,45.2,9.0,90.2,3,2,2,97.2,3,1,Mid-size,Software Engineer,66.16,Placed
S4929,6.2,IT,3,1,1,0,1,47.4,6.0,94.9,3,1,0,84.5,3,1,MNC,Web Developer,84.26,Placed
S4930,9.57,EEE,2,1,0,1,0,49.7,9.1,75.1,0,2,0,60.9,2,1,MNC,Web Developer,81.66,Placed
S4931,8.15,ECE,2,1,1,0,0,81.5,7.2,84.7,1,3,0,69.9,2,1,MNC,Analyst,72.29,Placed
S4932,9.42,Mechanical,1,1,0,0,0,85.4,6.8,54.2,0,2,0,36.5,1,1,Startup,Data Scientist,40.55,Placed
S4933,7.96,IT,3,1,1,0,0,26.6,6.9,92.7,3,5,0,97.9,2,1,Mid-size,Analyst,68.68,Placed
S4934,5.36,Civil,1,0,0,0,0,65.7,6.7,86.5,2,5,0,61.8,0,1,Startup,Web Developer,40.57,Placed
S4935,8.0,Mechanical,2,1,0,1,0,98.5,9.1,68.3,1,6,0,90.2,2,1,MNC,Web Developer,82.93,Placed
S4936,9.63,Civil,2,1,0,1,1,91.3,6.6,61.6,3,6,1,108.4,3,1,MNC,Software Engineer,75.45,Placed
S4937,7.03,Mechanical,2,0,0,1,1,7.2,7.0,73.6,1,3,0,62.4,2,1,Mid-size,Analyst,59.14,Placed
S4938,8.32,IT,1,0,1,0,1,21.6,9.7,87.9,0,1,0,51.8,2,1,MNC,Analyst,87.44,Placed
S4939,5.67,EEE,3,0,0,0,0,55.1,9.2,87.3,1,5,1,61.6,0,0,Not Placed,Not Placed,0.0,Not Placed
S4940,6.24,ECE,3,1,1,1,0,0.3,9.2,53.7,2,2,0,82.9,3,1,MNC,Web Developer,68.29,Placed
S4941,8.38,IT,3,1,1,0,1,90.6,6.7,97.2,0,2,0,64.6,3,1,Mid-size,Data Scientist,67.51,Placed
S4942,9.03,EEE,2,1,0,1,1,59.0,6.2,64.9,0,5,0,74.0,3,1,MNC,Data Scientist,77.73,Placed
S4943,8.66,Civil,1,0,1,0,1,14.4,4.9,84.5,3,1,1,65.3,2,1,Mid-size,Data Scientist,52.53,Placed
S4944,8.17,EEE,2,0,0,0,0,16.4,9.7,84.7,1,5,0,63.6,0,1,Startup,Data Scientist,34.49,Placed
S4945,9.35,CSE,3,1,1,0,0,10.2,9.4,63.0,1,6,0,92.7,2,1,MNC,Analyst,85.61,Placed
S4946,9.58,ECE,1,1,1,0,0,52.9,5.9,64.4,0,4,2,55.7,2,1,Mid-size,Analyst,49.23,Placed
S4947,9.28,ECE,3,1,0,0,0,22.7,4.9,65.6,0,1,0,28.1,1,0,Not Placed,Not Placed,0.0,Not Placed
S4948,6.71,CSE,3,1,0,0,1,45.0,4.4,84.2,1,6,0,77.2,2,1,Mid-size,Analyst,51.07,Placed
S4949,7.44,CSE,3,0,0,1,0,59.2,9.5,70.8,1,4,3,66.6,1,0,Not Placed,Not Placed,0.0,Not Placed
S4950,7.6,ECE,3,1,0,0,0,90.0,7.9,57.3,1,5,2,64.5,1,1,Startup,Web Developer,52.63,Placed
S4951,9.98,EEE,1,1,1,1,0,91.7,7.6,70.6,2,6,0,98.3,3,1,Top Tech,Analyst,117.35,Placed
S4952,9.12,ECE,3,0,1,0,1,46.4,7.7,69.9,1,1,2,60.4,2,0,Not Placed,Not Placed,0.0,Not Placed
S4953,6.03,CSE,3,1,0,1,0,66.7,9.4,90.3,0,5,0,68.5,2,1,MNC,Software Engineer,68.05,Placed
S4954,5.98,Civil,2,0,1,1,0,55.3,9.5,94.5,2,5,0,97.4,2,1,Mid-size,Web Developer,69.41,Placed
S4955,6.69,EEE,1,0,0,1,1,35.9,4.0,96.3,1,5,0,67.2,2,1,MNC,Web Developer,72.76,Placed
S4956,8.84,Civil,3,0,0,0,0,40.8,4.2,53.6,0,2,0,19.5,0,0,Not Placed,Not Placed,0.0,Not Placed
S4957,7.72,Mechanical,1,0,0,1,0,93.6,4.0,40.0,2,5,2,70.9,1,1,Startup,Software Engineer,46.03,Placed
S4958,6.36,ECE,1,0,1,0,0,58.0,5.2,64.8,0,3,0,40.0,1,1,Startup,Data Scientist,42.03,Placed
S4959,9.1,Civil,3,0,1,0,1,52.5,10.0,91.7,0,6,2,79.0,2,1,MNC,Data Scientist,76.23,Placed
S4960,7.93,IT,1,1,1,0,1,3.8,8.1,48.5,1,4,1,83.3,3,1,MNC,Web Developer,71.93,Placed
S4961,5.54,CSE,1,0,0,0,0,90.4,5.5,95.2,3,1,0,48.9,0,1,Startup,Web Developer,45.15,Placed
S4962,9.72,Civil,3,1,1,0,0,52.9,5.4,41.6,0,3,0,53.8,2,1,Mid-size,Software Engineer,55.87,Placed
S4963,5.82,ECE,1,1,0,0,0,62.4,6.6,75.3,2,2,2,59.9,1,1,Startup,Analyst,47.03,Placed
S4964,6.51,IT,3,0,0,1,0,46.1,8.1,82.6,1,3,0,63.4,1,1,Startup,Software Engineer,41.24,Placed
S4965,8.63,ECE,3,0,1,0,0,24.6,8.2,74.0,1,2,0,57.1,1,0,Not Placed,Not Placed,0.0,Not Placed
S4966,9.18,ECE,3,0,1,0,0,13.6,10.0,60.1,1,1,0,54.8,1,0,Not Placed,Not Placed,0.0,Not Placed
S4967,6.51,IT,3,1,1,0,0,94.5,6.0,93.7,2,1,0,67.8,2,1,Mid-size,Analyst,73.27,Placed
S4968,5.7,Mechanical,1,0,1,0,0,69.5,8.7,57.1,0,3,0,53.1,1,1,Startup,Web Developer,40.34,Placed
S4969,7.81,EEE,3,0,0,0,1,21.7,5.1,83.3,3,6,0,89.8,1,1,Startup,Software Engineer,41.78,Placed
S4970,5.36,CSE,1,1,0,1,1,59.9,8.2,89.3,2,6,2,106.1,3,1,MNC,Data Scientist,92.53,Placed
S4971,8.29,Civil,2,1,1,0,1,40.0,6.6,79.5,0,1,0,51.0,3,1,Mid-size,Software Engineer,56.26,Placed
S4972,9.68,IT,2,0,0,0,0,10.4,6.7,91.8,2,5,2,66.2,0,0,Not Placed,Not Placed,0.0,Not Placed
S4973,7.78,CSE,2,0,0,0,1,1.8,8.7,89.6,0,3,0,53.1,1,0,Not Placed,Not Placed,0.0,Not Placed
S4974,9.1,Mechanical,1,0,0,0,0,31.0,4.7,41.1,2,3,0,49.9,0,1,Startup,Web Developer,46.74,Placed
S4975,8.16,IT,3,1,1,0,0,10.2,4.8,82.1,2,1,1,63.9,2,1,Mid-size,Software Engineer,60.73,Placed
S4976,7.88,ECE,2,1,0,1,1,79.0,5.6,94.2,0,4,1,66.4,3,1,Mid-size,Analyst,61.48,Placed
S4977,5.72,CSE,2,1,1,0,1,76.3,9.0,54.5,1,4,0,83.9,3,1,MNC,Web Developer,82.86,Placed
S4978,6.55,Mechanical,3,0,1,0,0,44.9,5.2,63.1,1,6,0,63.7,1,1,Startup,Software Engineer,42.08,Placed
S4979,6.91,Mechanical,2,1,1,0,0,26.8,8.3,55.7,1,4,1,73.8,2,1,MNC,Software Engineer,74.38,Placed
S4980,8.53,CSE,1,1,1,0,1,88.6,4.4,82.5,2,3,0,83.1,3,1,Top Tech,Data Scientist,94.06,Placed
S4981,6.89,Civil,1,1,0,1,1,100.0,5.5,92.1,1,1,0,63.6,3,1,MNC,Data Scientist,79.77,Placed
S4982,5.91,ECE,3,1,0,1,0,9.7,7.8,99.1,1,5,0,75.7,2,1,Mid-size,Software Engineer,65.48,Placed
S4983,8.85,IT,1,0,0,0,1,18.6,7.9,79.5,1,4,0,60.5,1,1,Startup,Data Scientist,42.52,Placed
S4984,5.46,Civil,2,0,1,0,0,62.1,8.1,54.5,1,1,0,45.0,1,1,Startup,Web Developer,44.93,Placed
S4985,5.98,CSE,3,1,0,0,0,75.1,7.0,93.6,0,5,2,52.8,1,0,Not Placed,Not Placed,0.0,Not Placed
S4986,9.1,IT,2,1,1,0,1,45.0,9.1,64.6,2,6,0,108.9,3,1,MNC,Data Scientist,93.08,Placed
S4987,8.27,Civil,3,1,1,0,1,99.3,5.0,82.9,1,6,1,80.6,3,1,Mid-size,Data Scientist,71.99,Placed
S4988,7.57,ECE,1,1,1,0,0,34.8,4.9,71.8,1,5,1,74.2,2,1,Mid-size,Web Developer,71.0,Placed
S4989,9.74,Civil,2,0,1,1,0,67.9,8.2,77.8,2,2,0,77.4,2,1,MNC,Data Scientist,89.44,Placed
S4990,7.17,ECE,1,1,0,0,1,60.3,4.8,99.3,3,2,0,76.7,2,1,MNC,Analyst,92.41,Placed
S4991,9.28,EEE,1,0,0,0,1,11.0,8.4,48.2,3,1,0,74.7,1,1,Startup,Data Scientist,44.06,Placed
S4992,9.14,ECE,1,1,1,1,0,40.0,9.5,68.0,2,5,2,101.1,3,1,MNC,Data Scientist,72.76,Placed
S4993,5.53,ECE,2,0,0,0,0,92.2,9.3,84.9,1,1,0,39.4,0,1,Startup,Web Developer,44.68,Placed
S4994,9.18,ECE,1,0,0,0,1,48.6,5.5,41.9,1,2,1,48.4,1,1,Startup,Web Developer,49.73,Placed
S4995,6.22,ECE,3,1,1,0,1,16.5,4.2,72.2,0,4,1,57.9,3,0,Not Placed,Not Placed,0.0,Not Placed
S4996,6.5,ECE,2,1,1,0,1,29.8,7.9,63.9,1,6,1,92.1,3,1,MNC,Web Developer,71.52,Placed
S4997,7.78,Civil,3,1,0,0,0,92.8,8.1,85.4,0,2,0,48.2,1,1,Startup,Data Scientist,46.06,Placed
S4998,7.02,CSE,3,1,0,1,1,92.9,6.3,69.4,0,5,0,70.9,3,1,Mid-size,Web Developer,55.96,Placed
S4999,6.02,IT,3,0,0,0,0,34.3,7.1,52.0,3,4,0,66.5,0,0,Not Placed,Not Placed,0.0,Not Placed
S5000,9.26,Mechanical,1,1,0,1,0,47.3,7.1,73.8,1,2,0,66.2,2,1,MNC,Web Developer,70.33,Placed
S5001,9.15,ECE,3,1,0,0,0,41.4,7.2,57.6,1,2,0,55.4,1,0,Not Placed,Not Placed,0.0,Not Placed
S5002,7.42,Civil,2,1,0,0,1,42.2,8.3,48.9,0,5,0,70.2,2,1,MNC,Data Scientist,65.94,Placed
S5003,5.8,ECE,3,0,0,0,1,63.1,9.8,75.4,2,1,0,65.7,1,1,Startup,Analyst,48.16,Placed
S5004,9.05,CSE,3,0,1,0,1,3.2,6.3,97.8,1,6,0,76.4,2,1,Mid-size,Data Scientist,64.3,Placed
S5005,9.9,ECE,1,0,1,0,0,48.5,5.4,80.6,1,6,0,65.8,1,1,Startup,Web Developer,42.28,Placed
S5006,8.36,ECE,1,0,1,0,1,94.5,8.6,89.4,1,5,1,79.8,2,1,MNC,Software Engineer,72.52,Placed
S5007,7.78,Mechanical,3,1,1,0,1,40.6,7.2,72.0,1,5,0,83.7,3,1,Mid-size,Data Scientist,68.38,Placed
S5008,7.28,EEE,1,1,1,1,1,18.0,8.5,61.5,0,1,1,69.8,4,1,Mid-size,Web Developer,69.41,Placed
S5009,5.01,Mechanical,2,1,1,1,1,43.3,6.6,50.0,3,4,0,110.4,4,1,MNC,Analyst,75.59,Placed
S5010,7.82,Mechanical,2,1,0,1,0,20.4,6.5,95.4,1,5,2,73.8,2,1,Mid-size,Software Engineer,63.27,Placed
S5011,6.06,ECE,3,1,1,0,0,92.9,4.0,65.0,0,6,2,57.4,2,0,Not Placed,Not Placed,0.0,Not Placed
S5012,8.44,CSE,3,0,1,0,1,39.1,6.3,68.3,3,1,1,69.2,2,1,MNC,Analyst,74.01,Placed
S5013,9.58,CSE,1,1,0,0,0,5.1,6.1,57.6,3,1,0,67.6,1,1,Startup,Web Developer,44.92,Placed
S5014,9.63,EEE,2,0,0,0,1,32.7,9.5,55.4,0,4,1,56.9,1,0,Not Placed,Not Placed,0.0,Not Placed
S5015,5.54,ECE,3,0,1,0,0,95.2,7.3,71.9,1,3,0,58.2,1,1,Startup,Software Engineer,53.43,Placed
